customer_id,account_tenure_years,annual_income,credit_score,income_stability,loan_defaults,device_change_rate,ip_risk_score
CUST00225,11,10000.0,664,149.56,0,0.075,0.025
CUST00226,4,38040.72,676,335.94,0,0.079,0.07
CUST00227,4,55475.23,715,518.81,0,0.117,0.123
CUST00228,8,15953.41,536,126.95,0,0.047,0.136
CUST00229,8,58274.44,604,429.99,0,0.119,0.027
CUST00230,2,55310.53,683,698.31,0,0.097,0.004
CUST00231,18,63128.87,656,586.38,0,0.165,0.127
CUST00232,15,65741.13,688,621.8,0,0.348,0.04
CUST00233,15,35859.56,694,343.18,0,0.154,0.095
CUST00234,2,38664.65,553,277.11,0,0.053,0.005
CUST00235,19,61139.8,756,721.32,1,0.226,0.142
CUST00236,0,44225.2,650,364.83,0,0.248,0.265
CUST00237,19,82687.37,628,645.25,1,0.093,0.086
CUST00238,10,60897.36,693,534.6,0,0.094,0.084
CUST00239,16,106625.08,686,810.36,0,0.104,0.066
CUST00240,7,80512.06,752,621.89,0,0.045,0.06
CUST00241,3,87592.85,696,789.63,0,0.256,0.101
CUST00242,5,63314.15,749,503.6,0,0.06,0.059
CUST00243,7,63934.04,624,594.2,0,0.144,0.009
CUST00244,19,103283.01,689,1372.65,0,0.177,0.03
CUST00245,2,50542.68,613,407.7,0,0.093,0.008
CUST00246,15,73669.48,686,646.16,0,0.02,0.12
CUST00247,2,53344.06,673,376.09,0,0.067,0.104
CUST00248,17,53284.1,671,395.75,0,0.051,0.12
CUST00249,13,30777.59,671,158.8,0,0.165,0.028
CUST00250,17,41437.14,724,292.19,0,0.376,0.115
CUST00251,1,36793.26,584,379.75,0,0.048,0.009
CUST00252,2,74859.22,626,544.55,0,0.154,0.062
CUST00253,15,86005.15,678,495.91,0,0.345,0.021
CUST00254,8,57631.17,609,487.13,0,0.128,0.307
CUST00255,3,65740.7,683,442.4,0,0.156,0.022
CUST00256,0,56188.22,677,647.37,0,0.146,0.006
CUST00257,3,39730.6,596,253.32,0,0.161,0.006
CUST00258,0,81556.58,593,520.06,1,0.161,0.046
CUST00259,13,76313.37,523,551.67,0,0.047,0.065
CUST00260,15,12686.35,607,102.6,0,0.321,0.104
CUST00261,19,52922.27,681,391.51,0,0.157,0.084
CUST00262,7,37949.32,689,363.54,0,0.012,0.098
CUST00263,6,50226.54,692,438.63,0,0.074,0.008
CUST00264,2,43239.21,633,305.83,0,0.288,0.047
CUST00265,16,58839.49,679,613.02,0,0.362,0.07
CUST00266,0,51752.13,704,498.26,0,0.053,0.027
CUST00267,15,51221.48,604,328.35,0,0.221,0.015
CUST00268,11,87684.71,687,800.27,0,0.008,0.047
CUST00269,18,73929.47,719,524.19,0,0.153,0.111
CUST00270,13,42402.63,651,551.46,0,0.013,0.096
CUST00271,5,46111.33,744,438.87,0,0.048,0.228
CUST00272,5,72294.83,652,582.17,0,0.072,0.066
CUST00273,12,72260.49,628,731.09,0,0.219,0.019
CUST00274,18,44905.49,713,452.91,0,0.107,0.042
CUST00275,7,54150.23,802,554.82,0,0.025,0.08
CUST00276,1,106170.15,685,886.77,0,0.04,0.019
CUST00277,0,45336.3,718,523.46,1,0.044,0.021
CUST00278,14,107770.11,649,930.89,0,0.137,0.018
CUST00279,0,87591.67,606,765.71,0,0.098,0.074
CUST00280,4,103135.41,690,887.66,0,0.09,0.007
CUST00281,15,44273.2,699,368.75,0,0.101,0.016
CUST00282,18,55786.1,659,485.48,0,0.037,0.052
CUST00283,3,48770.9,718,528.67,0,0.117,0.053
CUST00284,2,88168.83,641,573.96,0,0.083,0.097
CUST00285,16,45807.91,626,348.69,0,0.217,0.073
CUST00286,16,78280.39,744,475.77,0,0.154,0.012
CUST00287,11,76957.49,744,843.1,1,0.031,0.085
CUST00288,13,58799.26,642,364.03,0,0.087,0.097
CUST00289,5,92466.49,783,649.52,0,0.018,0.143
CUST00290,2,62692.0,663,545.62,0,0.086,0.065
CUST00291,8,80852.14,685,673.52,1,0.335,0.013
CUST00292,4,47632.42,675,597.42,0,0.169,0.089
CUST00293,16,41914.08,711,261.38,0,0.057,0.087
CUST00294,13,78278.64,696,672.92,0,0.038,0.04
CUST00295,2,70771.01,695,303.11,0,0.078,0.125
CUST00296,0,66082.69,619,630.92,0,0.181,0.024
CUST00297,19,51407.79,579,374.34,0,0.124,0.073
CUST00298,0,98730.24,749,1283.29,0,0.007,0.092
CUST00299,2,32085.35,647,191.5,0,0.0,0.018
CUST00300,17,30716.42,677,358.97,0,0.167,0.063
CUST00301,9,83554.16,700,822.47,0,0.019,0.03
CUST00302,2,81502.41,778,682.65,0,0.402,0.157
CUST00303,7,68844.07,690,709.07,0,0.008,0.159
CUST00304,13,52801.19,656,540.67,0,0.034,0.145
CUST00305,17,72560.55,649,502.88,0,0.172,0.078
CUST00306,14,103020.76,678,837.72,0,0.34,0.023
CUST00307,1,122888.66,625,1020.56,0,0.014,0.027
CUST00308,9,18589.66,682,140.91,0,0.063,0.062
CUST00309,1,49527.0,677,459.81,0,0.089,0.055
CUST00310,16,47955.67,778,465.54,0,0.276,0.018
CUST00311,7,100662.99,675,749.36,0,0.066,0.008
CUST00312,0,10000.0,565,140.15,0,0.092,0.068
CUST00313,8,72845.88,840,549.27,0,0.067,0.112
CUST00314,10,53579.74,737,371.1,1,0.052,0.012
CUST00315,15,100952.82,805,668.51,0,0.054,0.013
CUST00316,6,97525.97,611,773.55,0,0.063,0.073
CUST00317,9,69137.67,667,618.81,0,0.199,0.003
CUST00318,2,20506.92,720,170.79,0,0.08,0.054
CUST00319,17,45652.76,712,414.05,0,0.079,0.022
CUST00320,12,48390.22,698,660.3,0,0.113,0.204
CUST00321,6,26838.63,548,207.56,0,0.118,0.15
CUST00322,3,88864.61,577,1040.28,0,0.118,0.047
CUST00323,12,23664.34,771,215.77,0,0.019,0.029
CUST00324,19,109133.19,782,804.16,0,0.153,0.026
CUST00325,0,109070.57,674,681.45,0,0.035,0.019
CUST00326,7,50373.49,763,391.78,0,0.206,0.125
CUST00327,13,68212.38,619,379.3,0,0.045,0.019
CUST00328,15,58192.91,632,429.1,0,0.089,0.164
CUST00329,13,82545.62,614,948.79,0,0.129,0.046
CUST00330,11,91866.93,629,579.5,0,0.018,0.109
CUST00331,18,66449.92,723,612.67,0,0.01,0.127
CUST00332,14,71727.92,628,576.22,0,0.37,0.097
CUST00333,1,44484.89,814,516.55,0,0.081,0.18
CUST00334,1,70917.85,708,554.38,0,0.24,0.029
CUST00335,18,64069.05,745,363.82,0,0.076,0.054
CUST00336,16,37205.14,709,278.48,0,0.276,0.009
CUST00337,19,59649.07,753,395.11,0,0.058,0.028
CUST00338,9,50420.44,628,355.76,0,0.059,0.038
CUST00339,5,44762.61,767,385.18,0,0.085,0.071
CUST00340,14,31337.72,688,357.45,0,0.003,0.028
CUST00341,10,61562.57,753,637.29,1,0.114,0.124
CUST00342,4,40488.15,594,489.45,0,0.055,0.025
CUST00343,0,48222.3,691,409.21,0,0.059,0.1
CUST00344,7,86878.11,689,617.23,1,0.137,0.216
CUST00345,11,75802.9,643,1009.66,0,0.05,0.09
CUST00346,11,35530.83,699,286.39,0,0.13,0.013
CUST00347,4,68797.28,772,441.84,0,0.05,0.127
CUST00348,6,63319.52,638,355.83,0,0.133,0.082
CUST00349,3,102542.41,738,838.18,0,0.053,0.118
CUST00350,5,94578.63,612,1057.28,0,0.037,0.213
CUST00351,12,21656.28,807,214.12,0,0.204,0.095
CUST00352,19,81528.19,727,707.75,0,0.064,0.003
CUST00353,14,91629.93,784,633.24,0,0.055,0.048
CUST00354,2,73983.98,720,555.96,0,0.125,0.033
CUST00355,7,51614.7,703,611.34,0,0.054,0.033
CUST00356,19,120334.85,728,1001.86,0,0.352,0.06
CUST00357,15,76285.23,672,983.33,0,0.094,0.02
CUST00358,12,109413.61,583,725.28,0,0.08,0.096
CUST00359,17,93786.96,707,716.22,0,0.033,0.066
CUST00360,9,71603.37,635,536.03,0,0.022,0.001
CUST00361,18,45507.48,614,460.48,0,0.427,0.03
CUST00362,16,59397.38,718,455.23,0,0.217,0.023
CUST00363,18,54452.19,663,546.44,0,0.234,0.005
CUST00364,4,29637.03,742,264.22,0,0.123,0.005
CUST00365,8,76257.04,633,626.69,0,0.308,0.046
CUST00366,11,99183.83,652,797.33,2,0.136,0.017
CUST00367,0,52542.41,749,446.04,0,0.011,0.007
CUST00368,0,114091.41,697,859.97,1,0.055,0.026
CUST00369,14,21060.43,591,133.52,0,0.037,0.031
CUST00370,1,86359.09,695,637.81,0,0.24,0.015
CUST00371,15,101788.01,769,612.42,0,0.135,0.07
CUST00372,7,54899.24,651,603.73,0,0.226,0.108
CUST00373,12,55348.59,716,562.47,0,0.108,0.056
CUST00374,0,86069.13,629,746.49,0,0.041,0.19
CUST00375,15,72649.78,672,638.18,0,0.196,0.047
CUST00376,6,10064.72,745,100.05,0,0.215,0.064
CUST00377,4,38915.67,693,382.86,0,0.021,0.119
CUST00378,2,59661.26,757,537.33,0,0.124,0.075
CUST00379,11,25757.55,706,335.76,1,0.269,0.079
CUST00380,15,48145.64,813,425.28,0,0.03,0.1
CUST00381,18,26382.86,586,234.9,1,0.213,0.39
CUST00382,4,50745.73,667,301.87,0,0.05,0.002
CUST00383,13,51584.43,615,456.76,0,0.022,0.468
CUST00384,4,68793.87,619,897.07,0,0.092,0.001
CUST00385,14,57706.02,620,448.69,0,0.039,0.055
CUST00386,16,72569.74,690,429.93,0,0.045,0.082
CUST00387,13,69588.6,694,410.63,0,0.137,0.203
CUST00388,19,85783.5,706,759.68,0,0.039,0.046
CUST00389,4,81844.58,613,971.57,0,0.158,0.011
CUST00390,11,79203.1,661,702.58,0,0.154,0.012
CUST00391,15,137621.69,622,1288.4,0,0.004,0.063
CUST00392,15,68685.07,736,499.74,0,0.103,0.089
CUST00393,6,124839.29,628,665.61,0,0.201,0.106
CUST00394,3,70305.46,667,573.67,0,0.233,0.096
CUST00395,0,57928.73,714,466.1,0,0.05,0.081
CUST00396,4,50670.87,643,462.48,0,0.009,0.115
CUST00397,9,97743.14,722,881.59,1,0.048,0.054
CUST00398,4,101012.58,776,919.88,0,0.438,0.021
CUST00399,3,74994.6,691,585.74,0,0.062,0.013
CUST00400,1,88338.67,734,744.58,0,0.073,0.01
CUST00401,19,28069.49,556,279.23,0,0.035,0.195
CUST00402,9,21280.5,654,229.53,0,0.031,0.025
CUST00403,18,91158.17,691,793.37,0,0.132,0.21
CUST00404,0,56829.71,617,417.49,0,0.036,0.053
CUST00405,4,78732.56,692,509.63,0,0.075,0.077
CUST00406,12,42067.8,744,447.91,0,0.218,0.132
CUST00407,3,101424.71,567,743.49,0,0.111,0.058
CUST00408,15,21489.53,609,238.77,0,0.135,0.163
CUST00409,15,25360.37,691,209.57,0,0.217,0.109
CUST00410,1,96107.79,708,625.72,0,0.299,0.146
CUST00411,16,10000.0,724,145.46,0,0.102,0.105
CUST00412,19,69464.22,687,794.04,0,0.153,0.0
CUST00413,11,57316.85,708,519.66,0,0.128,0.023
CUST00414,17,41601.2,734,503.87,0,0.087,0.113
CUST00415,2,55001.5,655,534.97,0,0.322,0.06
CUST00416,0,38811.91,643,529.14,0,0.174,0.117
CUST00417,0,98556.4,670,713.96,0,0.17,0.082
CUST00418,18,105112.43,692,1221.33,0,0.045,0.004
CUST00419,10,42856.56,641,586.14,0,0.034,0.049
CUST00420,4,66888.12,656,511.28,0,0.064,0.001
CUST00421,11,26873.09,704,263.44,0,0.258,0.023
CUST00422,2,86826.3,689,433.1,1,0.266,0.011
CUST00423,0,86175.23,669,593.71,0,0.234,0.042
CUST00424,0,52618.44,576,351.19,0,0.006,0.0
CUST00425,7,60422.13,680,566.45,0,0.06,0.071
CUST00426,9,57655.86,622,677.93,0,0.334,0.103
CUST00427,10,19538.55,739,179.07,0,0.21,0.031
CUST00428,11,98650.1,661,982.2,0,0.318,0.053
CUST00429,12,40826.17,620,436.27,0,0.004,0.059
CUST00430,11,40996.27,676,210.79,0,0.094,0.093
CUST00431,13,56239.5,756,603.21,0,0.112,0.044
CUST00432,1,84888.71,718,579.69,0,0.061,0.003
CUST00433,18,45217.42,693,276.78,0,0.342,0.044
CUST00434,17,11195.37,600,119.24,0,0.026,0.104
CUST00435,2,37825.05,777,271.92,0,0.047,0.148
CUST00436,16,70603.51,643,423.75,0,0.014,0.113
CUST00437,7,114743.76,736,877.48,0,0.041,0.132
CUST00438,9,28502.0,660,332.82,0,0.135,0.146
CUST00439,1,27587.46,730,323.16,0,0.081,0.06
CUST00440,18,22185.11,758,234.24,0,0.08,0.083
CUST00441,8,19081.88,719,202.65,0,0.051,0.082
CUST00442,6,90142.29,725,638.12,0,0.05,0.084
CUST00443,3,97367.21,674,901.2,0,0.043,0.084
CUST00444,17,64443.9,654,680.12,0,0.249,0.034
CUST00445,12,48307.18,688,483.37,0,0.118,0.023
CUST00446,10,104778.59,660,925.29,0,0.115,0.047
CUST00447,3,64347.7,828,644.37,0,0.166,0.022
CUST00448,3,87235.92,620,583.87,0,0.13,0.089
CUST00449,9,47088.78,740,308.45,0,0.021,0.042
CUST00450,4,61106.1,711,460.38,0,0.194,0.008
CUST00451,8,29066.46,694,270.08,0,0.067,0.036
CUST00452,2,75731.22,769,835.51,0,0.207,0.017
CUST00453,16,64773.44,698,643.88,0,0.306,0.068
CUST00454,2,37635.92,642,384.42,0,0.012,0.012
CUST00455,15,37972.32,698,292.68,0,0.057,0.139
CUST00456,3,100398.96,669,1095.05,0,0.198,0.091
CUST00457,17,109291.72,710,919.05,0,0.137,0.077
CUST00458,16,54671.62,729,537.63,0,0.097,0.149
CUST00459,6,61693.84,628,574.26,0,0.098,0.005
CUST00460,4,70002.86,752,548.7,0,0.029,0.066
CUST00461,11,63700.79,665,623.06,0,0.018,0.027
CUST00462,16,18142.56,707,203.05,0,0.144,0.029
CUST00463,12,70696.77,717,609.85,0,0.086,0.074
CUST00464,2,10000.0,702,122.29,0,0.068,0.11
CUST00465,8,41682.9,673,338.73,0,0.006,0.082
CUST00466,16,72635.68,651,586.95,0,0.018,0.057
CUST00467,16,74999.86,664,470.12,0,0.048,0.247
CUST00468,19,39748.17,774,436.38,0,0.039,0.023
CUST00469,15,48539.08,628,279.79,0,0.056,0.002
CUST00470,12,45154.09,637,496.41,0,0.025,0.033
CUST00471,18,57428.9,634,371.95,0,0.182,0.145
CUST00472,16,59330.14,688,259.95,0,0.122,0.132
CUST00473,3,76711.7,589,628.36,0,0.057,0.056
CUST00474,11,47077.58,599,381.09,0,0.172,0.004
CUST00475,8,69334.9,664,640.76,0,0.081,0.047
CUST00476,18,72675.39,603,656.26,0,0.358,0.063
CUST00477,11,64957.23,608,416.14,0,0.126,0.239
CUST00478,8,53509.85,603,259.75,0,0.088,0.097
