customer_id,account_tenure_years,annual_income,credit_score,income_stability,loan_defaults,device_change_rate,ip_risk_score,amount_mean,amount_std,amount_max,amount_sum,transaction_id_count,is_fraud_sum,is_fraud_mean,geo_velocity_max,geo_velocity_mean,burst_flag_sum,is_night_mean,is_weekend_mean,is_recurring_merchant_mean,spend_volatility,recent_spike_ratio,merchant_diversity,high_risk_country_ratio,txn_per_day,peer_spend_percentile,daily_limit
CUST00011,7,61960.22,682,601.81,0,0.09,0.017,282.66031746031746,277.2946218663943,1309.48,17807.6,63,0,0.0,0.0,0.0,0,0.2857142857142857,0.2222222222222222,0.9841269841269841,277.2946218663943,0.42833979000539196,9,0.0,0.1726027397260274,0.51,711.53
CUST00012,2,22882.46,603,216.43,0,0.307,0.107,57.794117647058826,58.124207084465766,242.59,1965.0,34,0,0.0,200.22,5.888823529411765,0,0.29411764705882354,0.29411764705882354,0.7941176470588235,58.124207084465766,0.18408491958343048,9,0.0,0.09315068493150686,0.036,518.12
CUST00013,1,59074.1,654,555.79,0,0.285,0.386,277.4946376811594,216.1898354699604,780.63,19147.13,69,0,0.0,0.0,0.0,0,0.2318840579710145,0.2753623188405797,0.9710144927536232,216.1898354699604,0.0,10,0.0,0.18904109589041096,0.548,671.29
CUST00014,11,70736.21,685,730.09,0,0.106,0.018,344.31776119402986,344.49265185821565,1932.92,23069.29,67,0,0.0,0.0,0.0,0,0.29850746268656714,0.2537313432835821,0.9701492537313433,344.49265185821565,0.0,10,0.0,0.18356164383561643,0.649,1658.7
CUST00015,5,87683.1,761,880.42,0,0.214,0.04,477.25568965517243,744.5212697446243,5201.46,27680.83,58,0,0.0,0.0,0.0,0,0.25862068965517243,0.1724137931034483,1.0,744.5212697446243,2.0501783274850527,10,0.0,0.1589041095890411,0.748,673.95
CUST00016,1,64398.92,632,525.63,0,0.151,0.045,354.18029850746274,407.1109918495913,2317.31,23730.08,67,0,0.0,0.0,0.0,0,0.40298507462686567,0.29850746268656714,0.9552238805970149,407.1109918495913,0.0,10,0.0,0.18356164383561643,0.671,770.86
CUST00017,0,26509.29,647,225.93,0,0.024,0.026,108.07272727272728,97.4756941624298,401.92,7132.8,66,2,0.030303030303030304,1020.98,15.469393939393939,0,0.3333333333333333,0.2878787878787879,1.0,97.4756941624298,0.14279982726174456,10,0.0,0.18082191780821918,0.221,526.18
CUST00018,11,63722.26,737,612.86,0,0.141,0.014,421.49327586206897,958.3952718657862,7238.26,24446.61,58,1,0.017241379310344827,0.0,0.0,0,0.3103448275862069,0.3620689655172414,1.0,958.3952718657862,0.0,10,0.0,0.1589041095890411,0.687,1089.08
CUST00019,11,33493.54,628,366.51,0,0.256,0.073,73.56972222222223,57.56974252336333,210.65,2648.51,36,0,0.0,0.0,0.0,0,0.2222222222222222,0.3611111111111111,0.9722222222222222,57.56974252336333,0.0,10,0.0,0.09863013698630137,0.061,528.57
CUST00020,16,32051.37,749,250.61,0,0.107,0.048,182.14018867924528,181.01695996285676,720.57,9653.43,53,0,0.0,0.0,0.0,0,0.32075471698113206,0.1509433962264151,0.9245283018867925,181.01695996285676,0.0,10,0.0,0.14520547945205478,0.283,541.64
CUST00021,9,25932.41,679,315.25,0,0.054,0.063,174.86680555555554,296.8303342278562,2436.94,12590.41,72,1,0.013888888888888888,0.0,0.0,0,0.3472222222222222,0.2222222222222222,1.0,296.8303342278562,2.553908819381973,10,0.0,0.19726027397260273,0.356,532.71
CUST00022,15,12218.66,698,151.05,0,0.07,0.015,65.85412698412699,77.041129770024,338.82,4148.81,63,1,0.015873015873015872,0.0,0.0,0,0.20634920634920634,0.23809523809523808,0.9841269841269841,77.041129770024,0.06982489017166726,10,0.0,0.1726027397260274,0.108,533.25
CUST00023,14,45820.92,702,372.87,0,0.203,0.074,182.47042857142858,171.2106093018036,747.38,12772.93,70,0,0.0,0.0,0.0,0,0.2714285714285714,0.35714285714285715,1.0,171.2106093018036,0.0,10,0.0,0.1917808219178082,0.362,864.84
CUST00024,14,88222.22,643,641.66,0,0.057,0.001,444.68,379.3335154748391,1867.07,21789.32,49,0,0.0,0.0,0.0,0,0.2653061224489796,0.30612244897959184,0.9795918367346939,379.3335154748391,0.0,10,0.0,0.13424657534246576,0.613,2201.7
CUST00025,18,116412.1,703,974.33,0,0.214,0.077,351.85128205128206,406.7937466539206,2064.71,13722.2,39,1,0.02564102564102564,0.0,0.0,0,0.15384615384615385,0.2564102564102564,0.8717948717948718,406.7937466539206,0.0,10,0.0,0.10684931506849316,0.381,1483.83
CUST00026,11,45660.37,634,289.45,0,0.002,0.017,223.59653846153844,225.93536094826584,1191.85,17440.53,78,0,0.0,0.0,0.0,0,0.28205128205128205,0.32051282051282054,1.0,225.93536094826584,0.0,10,0.0,0.2136986301369863,0.5,817.72
CUST00027,19,87152.64,650,584.39,0,0.032,0.025,360.23,326.0230514750505,1356.86,21253.57,59,2,0.03389830508474576,0.0,0.0,0,0.3389830508474576,0.3559322033898305,1.0,326.0230514750505,0.03826161504532246,10,0.0,0.16164383561643836,0.595,1229.48
CUST00028,2,50135.44,714,326.73,0,0.072,0.12,235.92292307692307,247.74255643915842,1195.66,15334.99,65,0,0.0,0.0,0.0,0,0.24615384615384617,0.26153846153846155,0.9846153846153847,247.74255643915842,0.0,10,0.0,0.1780821917808219,0.433,560.39
CUST00029,4,18731.61,698,129.7,0,0.051,0.102,50.81586206896552,42.25015938408157,146.09,1473.66,29,0,0.0,0.0,0.0,0,0.2413793103448276,0.27586206896551724,0.6551724137931034,42.25015938408157,0.41250374013518876,9,0.0,0.07945205479452055,0.024,548.02
CUST00030,18,77523.56,676,574.54,0,0.053,0.073,320.4558536585366,332.30690239986836,1521.63,26277.38,82,0,0.0,0.0,0.0,0,0.2073170731707317,0.2682926829268293,1.0,332.30690239986836,0.0,10,0.0,0.22465753424657534,0.731,1733.74
CUST00031,6,65870.35,604,755.82,0,0.076,0.078,296.40816326530614,323.7663884891483,1631.7,14524.0,49,0,0.0,0.0,0.0,0,0.2857142857142857,0.1836734693877551,1.0,323.7663884891483,0.8570522543601872,10,0.0,0.13424657534246576,0.407,481.9
CUST00032,8,105450.49,619,830.9,0,0.116,0.029,584.9178571428571,706.0522253969968,2825.95,32755.399999999998,56,0,0.0,0.0,0.0,0,0.26785714285714285,0.32142857142857145,0.9464285714285714,706.0522253969968,0.0,10,0.0,0.15342465753424658,0.813,1858.6
CUST00033,6,21633.04,697,171.82,0,0.147,0.002,81.09702127659574,118.75194956596262,770.79,3811.56,47,1,0.02127659574468085,0.0,0.0,0,0.2765957446808511,0.2765957446808511,0.9574468085106383,118.75194956596262,0.0,10,0.0,0.12876712328767123,0.1,495.4
CUST00034,17,129900.82,724,1269.38,0,0.206,0.035,847.8086206896552,770.676808324535,3209.38,49172.9,58,0,0.0,0.0,0.0,0,0.3793103448275862,0.27586206896551724,1.0,770.676808324535,0.011918366789038641,8,0.0,0.1589041095890411,0.904,3694.5
CUST00035,3,99792.93,613,932.79,0,0.067,0.017,373.33409090909095,387.2413684937906,1811.52,8213.35,22,0,0.0,0.0,0.0,0,0.22727272727272727,0.09090909090909091,0.6818181818181818,387.2413684937906,0.0,8,0.0,0.06027397260273973,0.245,1005.44
CUST00036,13,59551.91,630,545.28,0,0.119,0.172,122.78121951219512,105.18519371078618,414.36,5034.03,41,0,0.0,0.0,0.0,0,0.34146341463414637,0.3170731707317073,0.8780487804878049,105.18519371078618,0.007676194856341752,9,0.0,0.11232876712328767,0.14,708.49
CUST00037,17,52534.06,688,358.98,0,0.212,0.026,193.67403846153846,188.167636048073,633.9,10071.05,52,0,0.0,0.0,0.0,0,0.3076923076923077,0.28846153846153844,0.9615384615384616,188.167636048073,0.0,10,0.0,0.14246575342465753,0.293,888.96
CUST00038,8,42104.75,687,462.96,0,0.191,0.051,224.48791666666665,285.7843971186035,2136.1,16163.13,72,1,0.013888888888888888,873.66,12.134166666666665,0,0.3194444444444444,0.3611111111111111,1.0,285.7843971186035,0.0,10,0.0,0.19726027397260273,0.457,465.38
CUST00039,1,62743.32,583,621.65,0,0.181,0.039,482.3752631578948,470.05852348595016,2331.83,45825.65,95,1,0.010526315789473684,0.0,0.0,0,0.22105263157894736,0.30526315789473685,0.9789473684210527,470.05852348595016,0.0,10,0.0,0.2602739726027397,0.889,912.37
CUST00040,19,55401.6,690,451.84,0,0.013,0.213,119.58846153846153,96.57998309387384,424.34,4663.95,39,0,0.0,0.0,0.0,0,0.38461538461538464,0.3076923076923077,0.7692307692307693,96.57998309387384,0.0,10,0.0,0.10684931506849316,0.132,756.01
CUST00041,14,72844.89,644,457.37,0,0.017,0.227,638.4069000000001,718.0911962548892,3769.75,63840.69,100,2,0.02,271.75,2.7175,0,0.3,0.25,1.0,718.0911962548892,0.12124559572367015,10,0.0,0.273972602739726,0.956,829.04
CUST00042,6,52640.83,778,505.73,0,0.256,0.04,296.85648148148147,304.8312660210402,1548.45,16030.25,54,0,0.0,0.0,0.0,0,0.25925925925925924,0.18518518518518517,0.9259259259259259,304.8312660210402,0.0,10,0.0,0.14794520547945206,0.452,994.01
CUST00043,11,95374.09,695,1086.5,0,0.043,0.048,740.4916853932584,761.6759340565981,3443.69,65903.76,89,0,0.0,0.0,0.0,0,0.2696629213483146,0.30337078651685395,1.0,761.6759340565981,0.04628946681620522,10,0.0,0.24383561643835616,0.959,2486.99
CUST00044,7,63126.15,705,337.7,0,0.125,0.046,300.8294736842105,298.4598085314782,1388.08,17147.28,57,0,0.0,0.0,0.0,0,0.2807017543859649,0.3333333333333333,0.9824561403508771,298.4598085314782,0.48343626987635424,10,0.0,0.15616438356164383,0.488,744.94
CUST00045,14,53579.57,707,486.28,0,0.104,0.116,141.79888888888888,145.6246163801746,701.98,5104.76,36,1,0.027777777777777776,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.8888888888888888,145.6246163801746,0.0,9,0.0,0.09863013698630137,0.143,498.22
CUST00046,2,85607.16,607,613.81,0,0.005,0.088,201.70285714285714,196.14197308671393,703.34,5647.68,28,0,0.0,0.0,0.0,0,0.2857142857142857,0.35714285714285715,0.7142857142857143,196.14197308671393,0.41421703949940264,10,0.0,0.07671232876712329,0.165,522.2
CUST00047,13,19436.91,797,172.45,0,0.307,0.21,49.757948717948715,44.688807569651054,162.6,1940.56,39,0,0.0,326.71,8.377179487179486,0,0.20512820512820512,0.3333333333333333,0.9743589743589743,44.688807569651054,0.0,9,0.0,0.10684931506849316,0.035,482.22
CUST00048,16,68524.71,583,449.66,0,0.074,0.12,345.10848484848486,346.9363083566356,2013.14,22777.16,66,2,0.030303030303030304,0.0,0.0,0,0.2727272727272727,0.25757575757575757,1.0,346.9363083566356,0.07395246129988717,10,0.0,0.18082191780821918,0.642,748.54
CUST00049,3,60639.28,728,678.15,0,0.024,0.027,498.5547,451.54372516766625,2396.38,49855.47,100,0,0.0,0.0,0.0,0,0.37,0.28,1.0,451.54372516766625,0.30583200322279147,10,0.0,0.273972602739726,0.908,1091.19
CUST00050,17,24728.74,717,281.9,0,0.022,0.218,148.48920634920634,152.4691415029621,775.81,9354.82,63,2,0.031746031746031744,0.0,0.0,0,0.38095238095238093,0.3333333333333333,1.0,152.4691415029621,0.0,10,0.0,0.1726027397260274,0.278,454.63
CUST00051,7,17287.42,651,214.52,0,0.204,0.163,57.8045,48.312801401189404,210.58,2312.18,40,1,0.025,0.0,0.0,0,0.3,0.275,0.9,48.312801401189404,0.0,9,0.0,0.1095890410958904,0.046,475.82
CUST00052,3,85258.63,720,734.16,0,0.157,0.036,381.95465517241377,359.820763632544,1629.17,22153.37,58,0,0.0,0.0,0.0,0,0.22413793103448276,0.25862068965517243,0.9310344827586207,359.820763632544,0.0,10,0.0,0.1589041095890411,0.628,1686.42
CUST00053,1,84069.77,661,446.86,0,0.014,0.011,829.5008333333333,1301.1434038649727,9723.74,49770.049999999996,60,0,0.0,0.0,0.0,0,0.38333333333333336,0.18333333333333332,1.0,1301.1434038649727,0.03584675477172767,10,0.0,0.1643835616438356,0.907,1234.51
CUST00054,5,64313.96,639,614.56,1,0.047,0.007,147.42526315789473,122.99484587612213,450.78,5602.16,38,0,0.0,0.0,0.0,0,0.2894736842105263,0.2894736842105263,0.8421052631578947,122.99484587612213,0.9535118747775854,9,0.0,0.10410958904109589,0.163,322.68
CUST00055,9,102916.44,708,1018.21,0,0.323,0.006,772.9036666666667,804.7428052356473,3142.34,69561.33,90,4,0.044444444444444446,0.0,0.0,0,0.3,0.35555555555555557,1.0,804.7428052356473,0.6661509507512071,10,0.0,0.2465753424657534,0.966,470.36
CUST00056,3,71024.2,620,545.5,0,0.059,0.01,562.6094736842106,530.6536191601065,2276.24,42758.32,76,0,0.0,0.0,0.0,0,0.3157894736842105,0.35526315789473684,1.0,530.6536191601065,0.06492236243298698,10,0.0,0.20821917808219179,0.874,1485.15
CUST00057,17,91245.13,667,1062.27,0,0.054,0.18,408.61888888888893,416.9656646814824,1693.41,22065.420000000002,54,1,0.018518518518518517,0.0,0.0,0,0.3148148148148148,0.4444444444444444,1.0,416.9656646814824,0.0,10,0.0,0.14794520547945206,0.626,1435.84
CUST00058,11,70508.11,644,740.37,0,0.107,0.01,186.50439024390244,145.79048820222772,653.76,7646.68,41,1,0.024390243902439025,0.0,0.0,0,0.34146341463414637,0.3170731707317073,0.926829268292683,145.79048820222772,0.032674941618584585,10,0.0,0.11232876712328767,0.233,972.22
CUST00059,1,53104.76,660,317.02,0,0.107,0.008,374.83182795698923,399.58458622387974,1876.56,34859.36,93,1,0.010752688172043012,0.0,0.0,0,0.3118279569892473,0.3763440860215054,1.0,399.58458622387974,0.1473049158564448,10,0.0,0.2547945205479452,0.827,648.86
CUST00060,9,33561.72,706,171.44,0,0.045,0.024,260.0917204301075,261.16354975971456,1773.3,24188.53,93,2,0.021505376344086023,0.0,0.0,0,0.23655913978494625,0.23655913978494625,1.0,261.16354975971456,0.07992843249079548,10,0.0,0.2547945205479452,0.68,538.93
CUST00061,3,44914.09,644,377.39,0,0.154,0.022,251.29115384615383,384.31003323069746,2660.39,13067.14,52,0,0.0,0.0,0.0,0,0.25,0.36538461538461536,0.9423076923076923,384.31003323069746,0.27217979881302423,10,0.0,0.14246575342465753,0.367,518.17
CUST00062,13,53571.94,668,368.38,0,0.044,0.044,94.32470588235294,138.18758820805635,743.26,3207.04,34,0,0.0,0.0,0.0,0,0.2647058823529412,0.35294117647058826,0.9117647058823529,138.18758820805635,0.0,10,0.0,0.09315068493150686,0.075,505.18
CUST00063,15,94078.83,650,705.96,0,0.031,0.039,467.9578181818182,375.5764508488099,1439.07,25737.68,55,0,0.0,0.0,0.0,0,0.43636363636363634,0.2727272727272727,0.9818181818181818,375.5764508488099,0.2941582839193297,10,0.0,0.1506849315068493,0.721,2160.26
CUST00064,14,79247.99,767,661.2,0,0.104,0.117,188.47225806451613,262.8812635482627,1363.86,5842.64,31,1,0.03225806451612903,0.0,0.0,0,0.22580645161290322,0.22580645161290322,0.9354838709677419,262.8812635482627,0.8737568719241323,8,0.0,0.08493150684931507,0.179,527.62
CUST00065,7,68257.98,701,693.13,0,0.004,0.015,168.92235294117646,158.49256682807066,634.38,5743.36,34,0,0.0,0.0,0.0,0,0.20588235294117646,0.11764705882352941,0.7352941176470589,158.49256682807066,0.0,10,0.0,0.09315068493150686,0.173,852.85
CUST00066,13,81750.25,693,704.6,0,0.206,0.045,405.9037037037037,363.84452621133147,1716.78,21918.8,54,0,0.0,0.0,0.0,0,0.2037037037037037,0.3333333333333333,1.0,363.84452621133147,0.34045908950349796,10,0.0,0.14794520547945206,0.619,1417.01
CUST00067,7,73184.59,721,682.1,0,0.041,0.029,370.6837179487179,365.09164767614226,2196.24,28913.329999999998,78,0,0.0,0.0,0.0,0,0.32051282051282054,0.20512820512820512,1.0,365.09164767614226,0.01193358652811147,10,0.0,0.2136986301369863,0.763,1674.49
CUST00068,15,66548.44,644,445.91,0,0.237,0.277,314.02901639344265,271.1029797924577,967.66,19155.77,61,0,0.0,0.0,0.0,0,0.2786885245901639,0.26229508196721313,0.9508196721311475,271.1029797924577,0.0,10,0.0,0.16712328767123288,0.549,1253.53
CUST00069,12,22533.51,732,142.81,0,0.007,0.025,112.85326923076923,114.60820953589729,447.54,5868.37,52,0,0.0,0.0,0.0,0,0.2692307692307692,0.25,0.9615384615384616,114.60820953589729,0.3768993646765356,10,0.0,0.14246575342465753,0.182,535.95
CUST00070,17,88478.94,701,786.14,0,0.08,0.063,805.8978431372549,1043.8994486474219,8452.42,82201.58,102,2,0.0196078431372549,0.0,0.0,0,0.3333333333333333,0.3137254901960784,0.9803921568627451,1043.8994486474219,0.06432257647146496,10,0.0,0.27945205479452057,0.985,1236.14
CUST00071,14,48537.2,586,490.6,0,0.002,0.028,122.80875,131.40092342067635,562.95,3929.88,32,0,0.0,0.0,0.0,0,0.1875,0.34375,0.8125,131.40092342067635,0.0,9,0.0,0.08767123287671233,0.103,502.93
CUST00072,12,87213.51,594,858.0,0,0.095,0.042,611.0648333333334,760.9480949792267,4607.94,36663.89,60,2,0.03333333333333333,0.0,0.0,0,0.25,0.31666666666666665,0.95,760.9480949792267,0.0,10,0.0,0.1643835616438356,0.843,1046.32
CUST00073,8,89630.26,646,867.41,0,0.011,0.026,636.0384722222221,1525.133598138495,12771.08,45794.77,72,2,0.027777777777777776,259.21,3.6001388888888886,0,0.3333333333333333,0.3472222222222222,0.9583333333333334,1525.133598138495,0.0,10,0.0,0.19726027397260273,0.888,983.25
CUST00074,14,43249.02,601,385.42,0,0.026,0.032,224.92592592592592,198.1909886049838,833.11,12146.0,54,1,0.018518518518518517,0.0,0.0,0,0.2777777777777778,0.2222222222222222,1.0,198.1909886049838,0.0,9,0.0,0.14794520547945206,0.337,537.57
CUST00075,12,83742.9,666,424.9,0,0.07,0.032,488.1938805970149,823.3909520924692,6190.12,32708.99,67,3,0.04477611940298507,0.0,0.0,0,0.31343283582089554,0.2835820895522388,1.0,823.3909520924692,0.0,10,0.0,0.18356164383561643,0.812,632.79
CUST00076,0,50975.31,619,504.94,0,0.047,0.122,430.4601086956522,505.8958910869602,3618.76,39602.33,92,1,0.010869565217391304,0.0,0.0,0,0.2608695652173913,0.2717391304347826,0.9782608695652174,505.8958910869602,0.0,10,0.0,0.25205479452054796,0.856,557.61
CUST00077,6,51124.19,674,440.32,0,0.014,0.076,317.5776363636364,295.49292307727814,1315.62,17466.77,55,0,0.0,0.0,0.0,0,0.21818181818181817,0.32727272727272727,0.9272727272727272,295.49292307727814,0.0,10,0.0,0.1506849315068493,0.503,988.69
CUST00078,8,66436.83,765,749.59,0,0.022,0.121,317.85465753424654,339.6383768031088,1455.73,23203.39,73,0,0.0,0.0,0.0,0,0.2191780821917808,0.2328767123287671,0.9726027397260274,339.6383768031088,0.20678092360537415,10,0.0,0.2,0.658,1077.65
CUST00079,0,67111.81,677,401.12,0,0.112,0.112,146.12102564102565,120.08777239114623,536.53,5698.72,39,1,0.02564102564102564,0.0,0.0,0,0.38461538461538464,0.358974358974359,0.9230769230769231,120.08777239114623,0.0,9,0.0,0.10684931506849316,0.17,529.22
CUST00080,11,60963.79,662,295.52,0,0.053,0.036,299.6392307692308,322.3308872416432,1480.96,15581.24,52,2,0.038461538461538464,0.0,0.0,0,0.40384615384615385,0.19230769230769232,1.0,322.3308872416432,0.0,10,0.0,0.14246575342465753,0.441,579.79
CUST00081,7,26642.8,703,296.08,0,0.059,0.029,122.82333333333332,107.8594613045504,516.29,5895.5199999999995,48,0,0.0,0.0,0.0,0,0.20833333333333334,0.22916666666666666,0.9583333333333334,107.8594613045504,0.0,10,0.0,0.13150684931506848,0.184,454.98
CUST00082,10,56963.83,638,520.41,0,0.116,0.015,254.08028169014085,244.26210195474061,1188.57,18039.7,71,0,0.0,0.0,0.0,0,0.28169014084507044,0.30985915492957744,0.971830985915493,244.26210195474061,0.0,10,0.0,0.19452054794520549,0.517,1073.96
CUST00083,18,116961.97,731,776.85,0,0.369,0.34,515.4501694915255,494.9409992998174,2059.78,30411.56,59,1,0.01694915254237288,0.0,0.0,0,0.288135593220339,0.2033898305084746,0.9661016949152542,494.9409992998174,0.3933853603554607,10,0.0,0.16164383561643836,0.788,1364.39
CUST00084,16,10000.0,710,111.55,0,0.143,0.006,22.369473684210526,21.225392104405874,67.68,850.04,38,0,0.0,0.0,0.0,0,0.2894736842105263,0.2631578947368421,0.868421052631579,21.225392104405874,0.0,10,0.0,0.10410958904109589,0.009,459.24
CUST00085,7,81743.51,682,460.07,0,0.119,0.31,438.9847692307692,389.5423566230784,1744.41,28534.01,65,3,0.046153846153846156,0.0,0.0,0,0.3384615384615385,0.3076923076923077,0.9692307692307692,389.5423566230784,0.3632043140915494,10,0.0,0.1780821917808219,0.757,503.71
CUST00086,2,86428.12,689,858.79,0,0.096,0.283,471.4142105263158,509.7957017449923,2381.56,26870.61,57,0,0.0,0.0,0.0,0,0.3508771929824561,0.2807017543859649,1.0,509.7957017449923,0.0,10,0.0,0.15616438356164383,0.739,1110.86
CUST00087,2,26041.31,803,307.27,0,0.025,0.16,63.19081081081081,63.178664884172306,260.77,2338.06,37,1,0.02702702702702703,0.0,0.0,0,0.24324324324324326,0.2972972972972973,0.8378378378378378,63.178664884172306,0.8583176407851871,10,0.0,0.10136986301369863,0.048,525.1
CUST00088,0,48264.03,737,418.83,0,0.045,0.003,337.7338461538461,373.51975726048505,1775.82,30733.78,91,1,0.01098901098901099,0.0,0.0,0,0.2857142857142857,0.26373626373626374,1.0,373.51975726048505,0.0,10,0.0,0.2493150684931507,0.794,582.32
CUST00089,4,34982.07,812,292.68,0,0.028,0.207,174.6358620689655,158.41900516229802,666.19,10128.88,58,0,0.0,0.0,0.0,0,0.22413793103448276,0.27586206896551724,0.9482758620689655,158.41900516229802,0.8505997983737305,10,0.0,0.1589041095890411,0.296,478.47
CUST00090,9,106349.13,712,450.38,0,0.136,0.076,517.1897183098591,550.6960253973973,2552.57,36720.47,71,2,0.028169014084507043,0.0,0.0,0,0.3380281690140845,0.29577464788732394,1.0,550.6960253973973,0.0,10,0.0,0.19452054794520549,0.844,1470.23
CUST00091,6,87575.63,592,967.7,0,0.109,0.005,518.9973015873015,457.5801513650327,2603.24,32696.829999999998,63,1,0.015873015873015872,0.0,0.0,0,0.19047619047619047,0.2698412698412698,0.9841269841269841,457.5801513650327,0.0,10,0.0,0.1726027397260274,0.809,1783.38
CUST00092,8,88785.63,664,730.16,0,0.059,0.092,371.3208064516129,382.4812561368991,1821.34,23021.89,62,0,0.0,0.0,0.0,0,0.1935483870967742,0.25806451612903225,0.967741935483871,382.4812561368991,0.07786465679271258,10,0.0,0.16986301369863013,0.648,1735.31
CUST00093,6,63016.18,578,533.8,0,0.149,0.165,492.3393617021277,527.4640867391715,2815.47,46279.9,94,1,0.010638297872340425,0.0,0.0,0,0.30851063829787234,0.24468085106382978,0.9787234042553191,527.4640867391715,0.3978994869967817,10,0.0,0.25753424657534246,0.891,606.28
CUST00094,8,92802.3,712,800.74,0,0.027,0.022,205.11414634146342,185.43140632017557,760.92,8409.68,41,1,0.024390243902439025,0.0,0.0,0,0.24390243902439024,0.21951219512195122,0.9024390243902439,185.43140632017557,0.0,10,0.0,0.11232876712328767,0.253,1082.04
CUST00095,7,59794.09,725,577.81,0,0.109,0.034,153.3658620689655,148.5058897224821,667.58,4447.61,29,0,0.0,0.0,0.0,0,0.20689655172413793,0.27586206896551724,0.7241379310344828,148.5058897224821,0.0,9,0.0,0.07945205479452055,0.118,648.66
CUST00096,11,93978.94,627,916.85,0,0.048,0.038,579.7492307692307,605.5794366112968,2500.36,30146.96,52,0,0.0,0.0,0.0,0,0.23076923076923078,0.23076923076923078,0.9807692307692307,605.5794366112968,0.0,10,0.0,0.14246575342465753,0.782,2092.49
CUST00097,1,56282.59,641,612.44,0,0.325,0.001,281.8361111111111,283.00002040413733,1380.4,15219.15,54,0,0.0,0.0,0.0,0,0.25925925925925924,0.37037037037037035,0.9629629629629629,283.00002040413733,0.0,10,0.0,0.14794520547945206,0.43,725.54
CUST00098,0,43018.95,689,543.09,0,0.041,0.193,215.60176470588237,208.42244348155873,951.69,10995.69,51,0,0.0,0.0,0.0,0,0.35294117647058826,0.27450980392156865,0.9607843137254902,208.42244348155873,0.7222717339520205,10,0.0,0.13972602739726028,0.313,457.47
CUST00099,15,105273.76,608,869.75,0,0.223,0.123,491.8252830188679,412.4321083925103,1517.98,26066.739999999998,53,0,0.0,0.0,0.0,0,0.22641509433962265,0.2641509433962264,0.9245283018867925,412.4321083925103,0.08514543851442015,10,0.0,0.14520547945205478,0.727,2198.58
