customer_id,account_years,annual_income,income_change_pct,on_time_payment_ratio,late_payment_count,credit_score,spending_profile,daily_limit,avg_amount,std_amount,max_amount,total_spent,txn_count,fraud_ratio
CUST0063,14,31312.7,-9.11,0.82,0,668,high,1000.0,395.98680666666667,384.0183414600413,2523.73,593980.21,1503,0.014
CUST0064,8,71620.44,0.92,0.96,0,657,high,1132.8,913.5422133333334,941.5720853199729,6698.64,1370313.32,1500,0.021333333333333333
CUST0065,16,29519.7,-18.85,0.96,1,673,low,1000.0,198.36577,192.9425439032433,1230.23,198365.77,1000,0.012
CUST0066,13,44031.22,-2.96,0.96,2,695,moderate,1000.0,548.5311933333334,567.7390007792718,4097.82,822796.79,1500,0.009333333333333334
CUST0067,18,86826.24,-16.06,0.79,2,586,low,1000.0,587.77467,548.8457495105953,3392.83,587774.67,1000,0.012
CUST0068,15,42324.44,7.79,0.8,2,602,moderate,1000.0,292.83934999999997,289.50809162058187,2390.47,292839.35,1000,0.019
CUST0069,13,71479.34,10.5,0.83,1,648,low,1000.0,456.71648,456.1281730029582,3669.87,456716.48,1000,0.013
CUST0070,9,24928.53,-8.64,0.83,1,690,moderate,1000.0,325.68713333333335,330.82370683278407,2543.77,488530.7,1500,0.014
CUST0071,15,101626.29,4.28,0.97,2,668,moderate,1120.43,339.09126000000003,324.7995185370451,2255.64,169545.63,500,0.018
CUST0072,13,53908.93,8.99,0.8,0,754,moderate,1000.0,347.87324,327.4091250228844,2619.71,347873.24,1000,0.014
CUST0073,1,61906.42,9.02,0.91,1,606,low,1000.0,411.79010999999997,419.4114183473409,3048.86,411790.11,1000,0.015
CUST0074,7,63580.74,2.14,0.69,3,642,moderate,1000.0,441.54247999999995,452.35899109985445,3266.28,441542.48,1000,0.014
CUST0075,9,72151.34,7.34,0.99,0,756,high,1514.04,457.60226,478.4577552610699,4193.29,457602.26,1000,0.013
CUST0076,1,29616.4,-6.49,0.96,0,687,moderate,1000.0,196.71825,196.98489541805077,1663.8,196718.25,1000,0.012
CUST0077,12,59893.27,0.83,0.79,1,724,moderate,1000.0,185.21796,174.6272684640656,993.34,92608.98,500,0.012
CUST0078,8,46824.62,-4.67,0.87,1,783,moderate,1000.0,325.59237,334.8504068835414,2658.43,325592.37,1000,0.012
CUST0079,11,26208.86,-7.34,0.85,0,645,moderate,1000.0,174.37921,169.50576535966573,1275.8,174379.21,1000,0.013
CUST0080,19,79742.44,0.36,0.85,2,675,low,1000.0,989.6114933333333,941.2807005237892,7620.03,1484417.24,1500,0.014
CUST0081,17,52956.54,3.48,0.94,2,666,high,1000.0,635.7018333333333,640.9914742346684,5531.41,953552.75,1500,0.013333333333333334
CUST0082,8,64850.41,11.64,0.66,2,582,moderate,1000.0,421.11066,425.9026099512982,2927.35,421110.66,1000,0.018
CUST0083,3,63596.91,2.65,0.7,0,664,moderate,1000.0,436.75819,426.40469393104746,2718.18,436758.19,1000,0.018
CUST0084,3,53302.95,6.42,0.83,3,724,moderate,1000.0,352.44559999999996,374.47273863209136,4310.73,352445.6,1000,0.015
CUST0085,1,99500.55,6.53,0.91,0,707,moderate,1169.13,703.0862900000001,700.8406586371364,5844.77,703086.29,1000,0.013
CUST0086,5,59054.71,26.88,0.72,2,711,moderate,1000.0,397.09297999999995,392.975531642352,2975.85,397092.98,1000,0.004
CUST0087,10,28840.95,-18.1,0.85,3,661,high,1000.0,199.56241,199.32361977320056,1346.91,199562.41,1000,0.013
CUST0088,7,51992.37,-6.88,0.95,4,647,high,1000.0,626.0326666666666,612.782270149272,3978.97,939049.0,1500,0.014666666666666666
CUST0089,9,69994.75,14.74,0.95,2,743,high,1000.0,476.22799,471.0825939225062,4281.38,476227.99,1000,0.012
CUST0090,7,70651.9,-3.52,0.97,2,655,low,1000.0,468.47432000000003,467.7973363806834,2857.99,468474.32,1000,0.018
CUST0091,9,38244.38,8.86,0.81,1,695,low,1000.0,246.48138,247.7709166557608,1614.3,246481.38,1000,0.011
CUST0092,8,78589.65,2.3,0.98,4,688,moderate,1000.0,513.02515,504.8534755672875,3288.44,513025.15,1000,0.015
CUST0093,12,24742.66,21.05,0.65,3,753,moderate,1000.0,82.58618,78.8473614093079,511.36,41293.09,500,0.014
CUST0094,2,82882.7,-11.13,0.87,3,729,moderate,1000.0,580.4834000000001,613.7633485383836,5121.3,580483.4,1000,0.01
CUST0095,1,33613.04,12.22,0.87,2,615,high,1000.0,212.68169,202.95813079425875,1914.52,212681.69,1000,0.011
CUST0096,16,55475.1,17.5,0.81,1,621,moderate,1000.0,356.33976,371.8073134095769,2875.81,356339.76,1000,0.023
CUST0097,5,81291.37,-10.14,0.93,3,709,moderate,1000.0,1038.8296333333333,994.8848001709238,6794.8,1558244.45,1500,0.012
CUST0098,3,62392.11,7.83,0.73,1,677,moderate,1000.0,205.60407999999998,201.47982473315426,1258.47,102802.04,500,0.012
CUST0099,12,76333.97,-9.65,0.94,0,657,moderate,1000.0,483.85422,487.6092721717867,5567.68,483854.22,1000,0.016
CUST0100,8,72373.24,0.3,0.96,3,731,moderate,1000.0,242.9458,245.9961283318675,1609.71,121472.9,500,0.01
CUST0101,3,85725.37,-2.57,0.87,2,689,low,1000.0,1089.0891466666667,1104.8901640131903,8352.67,1633633.72,1500,0.017333333333333333
CUST0102,1,81244.2,-24.03,0.75,3,683,low,1000.0,273.14122,288.9109634775855,2448.56,136570.61,500,0.02
CUST0103,3,50925.11,4.24,0.7,3,719,moderate,1000.0,324.2334,332.2969672155627,2774.39,324233.4,1000,0.017
CUST0104,5,72658.83,1.43,0.73,0,661,moderate,1000.0,906.6436133333333,898.6380300181715,7494.57,1359965.42,1500,0.015333333333333332
CUST0105,15,29468.96,14.79,0.92,3,758,moderate,1000.0,195.2944,192.3048695751158,1561.08,195294.4,1000,0.016
CUST0106,14,58841.9,6.11,0.91,2,641,moderate,1000.0,437.57749,428.59888666263294,3004.04,437577.49,1000,0.015
CUST0107,3,76369.69,22.91,0.86,2,713,moderate,1000.0,262.43986,263.7977479597535,1745.8,131219.93,500,0.018
CUST0108,1,62676.95,1.07,0.78,3,752,high,1000.0,419.8393,411.9909315275894,2413.63,419839.3,1000,0.016
CUST0109,5,68932.79,-1.06,0.55,1,611,moderate,1000.0,450.60542,440.15119258609167,3747.06,450605.42,1000,0.011
CUST0110,14,55734.55,-1.84,0.67,1,663,low,1000.0,358.24659,350.98829087934877,2044.51,358246.59,1000,0.014
CUST0111,7,82581.39,-4.4,0.85,2,737,moderate,1000.0,1007.1385933333332,1025.206470617416,8367.02,1510707.89,1500,0.010666666666666666
CUST0112,9,58391.68,-22.08,0.82,1,738,moderate,1000.0,195.19358,195.38174382122003,1464.4,97596.79,500,0.022
CUST0113,15,50691.0,-2.2,0.99,0,671,high,1000.0,350.22869000000003,349.50083021948325,2575.6,350228.69,1000,0.014
CUST0114,15,77730.35,-20.68,0.78,2,643,high,1000.0,515.61276,524.7305552057636,3693.22,515612.76,1000,0.021
CUST0115,10,31896.8,4.52,0.94,4,728,moderate,1000.0,405.6808066666666,398.83285728767476,2731.84,608521.21,1500,0.014666666666666666
CUST0116,13,70020.67,-12.4,0.96,2,739,moderate,1000.0,256.73938,254.94717755979767,1558.63,128369.69,500,0.014
CUST0117,19,39150.3,-8.94,0.92,0,622,moderate,1000.0,259.80454000000003,275.51114230230536,2154.26,259804.54,1000,0.016
CUST0118,7,85558.54,-6.69,0.92,1,620,moderate,1000.0,279.77128000000005,278.2389638767369,1694.47,139885.64,500,0.008
CUST0119,17,54779.45,-2.05,0.91,5,691,moderate,1000.0,173.88920000000002,164.51085481531047,1007.43,86944.6,500,0.012
CUST0120,4,62699.69,0.07,0.94,4,711,moderate,1000.0,415.69837,423.3198780255598,3166.43,415698.37,1000,0.017
CUST0121,5,68251.41,10.84,0.88,4,665,moderate,1000.0,219.44129999999998,220.46698821977725,1803.2,109720.65,500,0.02
CUST0122,7,21406.31,-5.78,0.96,4,714,moderate,1000.0,135.57044,131.91638395120282,904.98,135570.44,1000,0.021
CUST0123,13,46988.3,4.8,0.95,3,644,moderate,1000.0,152.21257999999997,162.36833346366254,1071.61,76106.29,500,0.004
CUST0124,15,80870.92,27.31,0.93,2,574,high,1000.0,505.00041,506.9685445298107,4632.33,505000.41,1000,0.015
CUST0125,11,77355.3,3.77,0.95,1,659,moderate,1000.0,254.92414,267.29118924790527,1817.59,127462.06999999999,500,0.018
CUST0126,4,65660.64,-1.8,0.95,1,683,moderate,1000.0,237.65558,226.00223482469178,1332.52,118827.79,500,0.024
CUST0127,13,33010.73,-7.79,0.88,1,666,moderate,1000.0,215.25635999999997,209.52611163816454,1388.58,215256.36,1000,0.02
CUST0128,7,71710.07,-1.94,0.97,0,622,high,1000.0,892.9498666666667,895.4671221418134,7674.15,1339424.8,1500,0.010666666666666666
CUST0129,19,74267.99,-8.86,0.89,1,589,low,1000.0,951.8767866666666,933.0862645184679,6052.34,1427815.18,1500,0.014
CUST0130,2,60940.34,2.69,0.97,4,654,moderate,1000.0,214.02066,223.59196878773886,1784.22,107010.33,503,0.02
CUST0131,10,84463.42,1.04,0.97,0,725,moderate,1034.68,550.81225,527.9745134603573,4303.44,550812.25,1000,0.011
CUST0132,13,46331.36,-21.62,0.92,1,743,moderate,1000.0,292.35213,278.32574093574345,1977.53,292352.13,1000,0.012
CUST0133,6,49802.85,-0.19,0.97,3,739,moderate,1000.0,321.73952,343.4315514840246,2859.51,321739.52,1000,0.018
CUST0134,12,20000.0,10.76,0.8,1,639,high,1000.0,245.31908666666666,239.24823268994615,1778.63,367978.63,1500,0.015333333333333332
CUST0135,12,78396.55,-3.99,0.95,2,622,moderate,1000.0,521.44549,523.7935961096558,4118.51,521445.49,1000,0.014
CUST0136,11,66277.24,-6.53,0.89,1,705,high,1000.0,435.4296,400.6088448849327,2716.02,435429.6,1000,0.01
CUST0137,7,26363.59,-13.78,0.79,2,712,moderate,1000.0,172.01218,176.09642878797823,1313.6,172012.18,1000,0.018
CUST0138,1,24828.02,-18.58,0.99,3,700,low,1000.0,165.31968,163.6924419949309,1156.72,165319.68,1000,0.019
CUST0139,1,42547.39,8.31,0.89,1,579,low,1000.0,149.8816733067729,157.90344203207755,956.06,75240.6,502,0.021912350597609563
CUST0140,13,75873.16,-1.81,0.86,5,637,moderate,1000.0,528.77462,519.6443653219642,3367.79,528774.62,1000,0.015
CUST0141,9,53992.79,7.72,0.95,5,679,moderate,1000.0,692.90834,723.29732079749,6245.31,1039362.51,1500,0.008666666666666666
CUST0142,3,43904.26,15.31,0.75,1,704,moderate,1000.0,156.23572000000001,152.6250594497039,1130.51,78117.86,500,0.014
CUST0143,7,39877.68,9.21,0.85,0,718,moderate,1000.0,258.46339,250.22733010832567,1594.23,258463.38999999998,1000,0.015
CUST0144,6,38981.76,-5.42,0.96,1,687,moderate,1000.0,268.05091,279.6383643216223,1872.86,268050.91,1000,0.016
CUST0145,8,21326.43,1.45,0.98,3,697,high,1000.0,143.19561,146.44031240517495,1056.09,143195.61,1000,0.014
CUST0146,9,35852.08,-6.15,0.89,1,684,moderate,1000.0,434.64113999999995,431.6208783572182,3689.44,651961.71,1500,0.016666666666666666
CUST0147,5,38588.44,-7.08,0.99,0,714,moderate,1000.0,244.23682,239.45443259496562,2161.95,244236.82,1000,0.022
CUST0148,1,73652.46,3.43,0.87,3,696,high,1000.0,908.8760666666667,921.813434222821,6556.84,1363314.1,1500,0.019333333333333334
CUST0149,19,56685.54,-8.32,0.91,2,683,high,1000.0,389.82128,397.3310282275398,3679.88,389821.28,1000,0.012
CUST0150,10,43488.3,-22.09,0.94,0,667,low,1000.0,291.0932,305.5916078860321,1971.73,291093.2,1000,0.02
CUST0151,12,106194.46,-8.88,0.75,0,684,moderate,1106.19,676.0216700000001,688.1953818920676,6139.84,676021.67,1000,0.008
CUST0152,15,46722.06,-3.07,0.95,1,704,high,1000.0,304.21949,308.1852687363656,1962.59,304219.49,1003,0.017
CUST0153,9,83342.06,15.21,0.87,2,693,high,1113.24,284.62128,275.8726973810243,1759.46,142310.64,500,0.014
CUST0154,17,92422.17,-4.91,0.91,1,699,moderate,1031.66,661.04691,664.7678733567071,4538.89,661046.91,1000,0.015
CUST0155,17,28600.79,5.12,0.81,0,747,high,1000.0,182.1675,175.12296691493987,1258.58,182167.5,1000,0.017
CUST0156,12,61479.26,-1.68,0.97,3,693,moderate,1000.0,211.86384,201.15371358399435,1196.66,105931.92,500,0.016
CUST0157,7,49649.33,12.26,0.98,0,648,low,1000.0,343.84956,335.1369225867053,1957.29,343849.56,1000,0.014
CUST0158,2,48021.51,11.57,0.81,2,724,moderate,1000.0,599.89844,641.881153601973,5840.94,899847.66,1503,0.01
CUST0159,3,71107.54,11.76,0.84,1,612,low,1000.0,877.8800133333333,887.5136849740838,8635.28,1316820.02,1500,0.016
CUST0160,17,47542.59,-17.34,0.91,1,626,moderate,1000.0,603.0925933333333,605.5722102274353,4125.77,904638.89,1500,0.016
CUST0161,5,50080.62,2.07,0.59,3,697,low,1000.0,320.83233,325.7793733377906,2950.39,320832.33,1000,0.017
CUST0162,17,56637.7,7.59,0.99,2,706,high,1000.0,195.88162,183.84513116447056,982.03,97940.81,500,0.018
CUST0163,17,52532.01,3.82,0.93,3,618,moderate,1000.0,346.53703,333.4058577446676,2167.12,346537.03,1000,0.011
CUST0164,17,36528.6,6.37,0.85,3,661,moderate,1000.0,243.7707,234.9143798373449,1687.94,243770.7,1000,0.011
CUST0165,2,75918.13,0.58,0.73,5,650,moderate,1000.0,1012.8044533333333,1032.4500725087146,6963.83,1519206.68,1500,0.014
CUST0166,2,80970.62,-7.45,0.82,2,656,high,1042.09,543.7354799999999,543.6606675125304,3988.09,543735.48,1000,0.014
CUST0167,5,66872.37,-16.97,0.8,0,727,moderate,1000.0,802.4009533333333,838.5705522693047,7915.68,1203601.43,1500,0.012666666666666666
CUST0168,1,52468.95,-6.46,0.84,1,715,moderate,1000.0,374.36897000000005,412.35580638679016,3818.22,374368.97000000003,1000,0.016
CUST0169,1,45895.79,26.78,0.76,1,679,low,1000.0,295.38974,301.84727034403767,2511.52,295389.74,1000,0.014
CUST0170,19,45927.6,-4.86,0.98,2,653,moderate,1000.0,312.70815000000005,301.5954238850217,1851.88,312708.15,1000,0.013
CUST0171,2,107147.53,-19.59,0.89,3,613,moderate,1000.0,707.49083,685.9503651700232,4796.61,707490.83,1000,0.015
CUST0172,12,78756.77,7.33,0.97,4,751,moderate,1003.36,518.62179,523.5667759338419,3919.16,518621.79,1000,0.014
CUST0173,6,43197.8,8.55,0.69,0,710,moderate,1000.0,286.24163,286.61697581732625,2345.06,286241.63,1003,0.009
CUST0174,4,63293.96,12.87,0.93,1,645,moderate,1000.0,219.06798,209.47642663543675,1490.58,109533.99,500,0.022
CUST0175,11,52749.3,4.71,0.89,2,716,moderate,1000.0,687.6288,674.4871094264256,4697.42,1031443.2,1500,0.016666666666666666
CUST0176,17,71676.01,8.46,0.66,2,676,moderate,1000.0,468.62099,465.20238258792835,3599.41,468620.99,1000,0.018
CUST0177,6,70869.98,18.4,0.96,3,666,high,1000.0,470.5571656686627,472.0172530043966,3903.94,471498.28,1002,0.016966067864271458
CUST0178,5,81672.19,-7.45,0.88,1,702,high,1159.95,553.0558100000001,544.4104274325039,4335.51,553055.81,1003,0.014
CUST0179,2,42988.87,-9.44,0.98,1,643,moderate,1000.0,303.34318,287.81324088393814,1884.5,303343.18,1000,0.009
CUST0180,6,62094.71,-10.95,0.92,2,663,low,1000.0,204.69382000000002,197.3505819459279,1324.31,102346.91,500,0.018
CUST0181,11,25029.06,-2.66,0.96,0,686,moderate,1000.0,165.43583999999998,166.18990534365366,1305.18,165435.84,1000,0.013
CUST0182,16,34853.19,14.33,0.92,3,655,low,1000.0,435.2031066666667,433.5118849131924,3084.77,652804.66,1500,0.014
CUST0183,16,77682.02,5.28,0.87,3,713,moderate,1000.0,258.2423,259.57700549639395,1573.6,129121.15,500,0.022
CUST0184,1,40986.32,4.89,0.76,3,773,moderate,1000.0,134.58205999999998,136.39317116276777,1062.88,67291.03,500,0.016
CUST0185,9,43181.82,-18.19,0.97,3,642,high,1000.0,145.36185999999998,143.99968290135848,887.94,72680.93,500,0.014
CUST0186,6,59834.44,-6.93,0.84,2,597,high,1000.0,380.46871000000004,389.29879398276137,2343.42,380468.71,1000,0.014
CUST0187,16,73895.22,-18.36,0.96,5,580,high,1000.0,478.28615,482.9694538614644,3927.96,478286.15,1000,0.009
CUST0188,3,38783.46,11.71,0.89,3,672,moderate,1000.0,256.74521,263.1439524406023,2015.69,256745.21,1000,0.011
CUST0189,4,20000.0,15.86,0.76,1,647,low,1000.0,66.93258,64.34776305329912,416.82,33466.29,500,0.028
CUST0190,19,42595.54,7.8,0.89,4,690,moderate,1000.0,138.47612,147.43765458295732,970.42,69238.06,503,0.01
CUST0191,3,84112.56,-9.87,0.73,2,687,high,1008.72,538.2924300000001,550.4712737544294,3542.38,538292.43,1000,0.01
CUST0192,19,66862.7,14.82,0.78,2,600,moderate,1000.0,211.70935999999998,200.0948993429782,1533.96,105854.68,500,0.01
CUST0193,7,86477.5,-2.53,0.96,0,589,moderate,1000.0,559.7779499999999,557.2570415855636,3579.88,559777.95,1000,0.009
CUST0194,9,37363.68,-12.14,0.89,1,695,moderate,1000.0,459.82394000000005,470.1802650530681,3968.86,689735.91,1503,0.014666666666666666
CUST0195,1,27212.07,-9.64,0.88,2,687,moderate,1000.0,350.63497333333333,340.5713665525571,2415.59,525952.46,1500,0.018666666666666668
CUST0196,8,69250.97,-4.3,0.96,1,659,high,1040.55,441.75712,426.0118504189796,3640.26,441757.12,1000,0.012
CUST0197,7,64800.45,0.5,0.91,3,597,low,1000.0,427.66319,408.73587788080334,2281.76,427663.19,1000,0.013
CUST0198,18,66111.09,-1.61,0.93,5,704,low,1000.0,808.4216666666666,813.7647941082087,6606.7,1212632.5,1500,0.014
CUST0199,8,78659.93,-14.13,0.75,2,744,moderate,1000.0,515.54041,520.5394799962502,3876.04,515540.41,1000,0.01
CUST0200,1,68433.7,12.13,0.59,2,694,high,1000.0,467.25352000000004,477.6156461533271,4166.56,467253.52,1000,0.017
CUST0201,11,68112.35,-1.51,0.78,2,638,low,1000.0,212.81568,221.94493057999296,1462.82,106407.84,500,0.02
CUST0202,18,74300.14,-7.14,0.76,1,682,high,1000.0,511.77474,486.37208704611106,2897.18,511774.74,1000,0.016
CUST0203,10,70048.33,11.1,0.9,1,612,high,1000.0,479.28006,472.1375527630961,3125.06,479280.06,1000,0.018
CUST0204,3,77148.92,-11.83,0.54,3,733,moderate,1000.0,510.82701000000003,499.27417087193686,3550.06,510827.01,1000,0.012
CUST0205,7,80170.42,-16.29,0.75,4,684,low,1000.0,947.3574733333334,940.8898768773938,6765.57,1421036.21,1500,0.011333333333333334
CUST0206,16,90633.78,12.72,0.88,2,592,moderate,1000.0,1127.4569199999999,1147.9546174821166,8164.77,1691185.38,1500,0.016666666666666666
CUST0207,16,47016.17,18.91,0.83,4,665,low,1000.0,598.2801666666667,578.122150442211,4333.58,897420.25,1500,0.02
CUST0208,17,69611.24,-4.62,0.92,2,703,low,1000.0,473.29531,473.5318175678936,3678.11,473295.31,1000,0.01
CUST0209,2,52593.53,-0.46,1.0,3,663,high,1000.0,349.01668,355.8126493620255,2552.78,349016.68,1000,0.014
CUST0210,1,43328.82,-11.47,0.85,2,666,moderate,1000.0,556.58534,553.865406903694,4268.41,834878.01,1500,0.013333333333333334
